datetime,Lag1,Lag2,Lag3,Lag4,Lag5,Lag6,Lag7,Lag8,Lag9,Lag10,Lag11,Lag12,Target
2015-09-01,2943.609567901221,477.1280864197797,-14330.14969135799,-3912.325617283939,3232.9197530864712,9540.924382716055,-5034.404320987655,-13975.404320987667,14156.095679012324,-6561.214506172841,2581.790123456798,562.1975308642068,-384.5524691357932
2016-01-01,-384.5524691357932,2943.609567901221,477.1280864197797,-14330.14969135799,-3912.325617283939,3232.9197530864712,9540.924382716055,-5034.404320987655,-13975.404320987667,14156.095679012324,-6561.214506172841,2581.790123456798,6038.665123456798
2016-10-01,6038.665123456798,-384.5524691357932,2943.609567901221,477.1280864197797,-14330.14969135799,-3912.325617283939,3232.9197530864712,9540.924382716055,-5034.404320987655,-13975.404320987667,14156.095679012324,-6561.214506172841,10734.577160493844
2016-11-01,10734.577160493844,6038.665123456798,-384.5524691357932,2943.609567901221,477.1280864197797,-14330.14969135799,-3912.325617283939,3232.9197530864712,9540.924382716055,-5034.404320987655,-13975.404320987667,14156.095679012324,8456.304012345696
2016-12-01,8456.304012345696,10734.577160493844,6038.665123456798,-384.5524691357932,2943.609567901221,477.1280864197797,-14330.14969135799,-3912.325617283939,3232.9197530864712,9540.924382716055,-5034.404320987655,-13975.404320987667,-11449.40432098764
2016-02-01,-11449.40432098764,8456.304012345696,10734.577160493844,6038.665123456798,-384.5524691357932,2943.609567901221,477.1280864197797,-14330.14969135799,-3912.325617283939,3232.9197530864712,9540.924382716055,-5034.404320987655,-6984.404320987655
2016-03-01,-6984.404320987655,-11449.40432098764,8456.304012345696,10734.577160493844,6038.665123456798,-384.5524691357932,2943.609567901221,477.1280864197797,-14330.14969135799,-3912.325617283939,3232.9197530864712,9540.924382716055,-8270.075617283914
2016-04-01,-8270.075617283914,-6984.404320987655,-11449.40432098764,8456.304012345696,10734.577160493844,6038.665123456798,-384.5524691357932,2943.609567901221,477.1280864197797,-14330.14969135799,-3912.325617283939,3232.9197530864712,12212.919753086411
2016-05-01,12212.919753086411,-8270.075617283914,-6984.404320987655,-11449.40432098764,8456.304012345696,10734.577160493844,6038.665123456798,-384.5524691357932,2943.609567901221,477.1280864197797,-14330.14969135799,-3912.325617283939,-9072.533950617282
2016-06-01,-9072.533950617282,12212.919753086411,-8270.075617283914,-6984.404320987655,-11449.40432098764,8456.304012345696,10734.577160493844,6038.665123456798,-384.5524691357932,2943.609567901221,477.1280864197797,-14330.14969135799,-23067.52469135805
2016-07-01,-23067.52469135805,-9072.533950617282,12212.919753086411,-8270.075617283914,-6984.404320987655,-11449.40432098764,8456.304012345696,10734.577160493844,6038.665123456798,-384.5524691357932,2943.609567901221,477.1280864197797,3704.0864197530937
2016-08-01,3704.0864197530937,-23067.52469135805,-9072.533950617282,12212.919753086411,-8270.075617283914,-6984.404320987655,-11449.40432098764,8456.304012345696,10734.577160493844,6038.665123456798,-384.5524691357932,2943.609567901221,4176.026234567908
2016-09-01,4176.026234567908,3704.0864197530937,-23067.52469135805,-9072.533950617282,12212.919753086411,-8270.075617283914,-6984.404320987655,-11449.40432098764,8456.304012345696,10734.577160493844,6038.665123456798,-384.5524691357932,2518.28086419755
2017-01-01,2518.28086419755,4176.026234567908,3704.0864197530937,-23067.52469135805,-9072.533950617282,12212.919753086411,-8270.075617283914,-6984.404320987655,-11449.40432098764,8456.304012345696,10734.577160493844,6038.665123456798,-7827.418209876516
2017-10-01,-7827.418209876516,2518.28086419755,4176.026234567908,3704.0864197530937,-23067.52469135805,-9072.533950617282,12212.919753086411,-8270.075617283914,-6984.404320987655,-11449.40432098764,8456.304012345696,10734.577160493844,9248.53549382716
2017-11-01,9248.53549382716,-7827.418209876516,2518.28086419755,4176.026234567908,3704.0864197530937,-23067.52469135805,-9072.533950617282,12212.919753086411,-8270.075617283914,-6984.404320987655,-11449.40432098764,8456.304012345696,15127.76234567898
2017-12-01,15127.76234567898,9248.53549382716,-7827.418209876516,2518.28086419755,4176.026234567908,3704.0864197530937,-23067.52469135805,-9072.533950617282,12212.919753086411,-8270.075617283914,-6984.404320987655,-11449.40432098764,7213.470679012302
2017-02-01,7213.470679012302,15127.76234567898,9248.53549382716,-7827.418209876516,2518.28086419755,4176.026234567908,3704.0864197530937,-23067.52469135805,-9072.533950617282,12212.919753086411,-8270.075617283914,-6984.404320987655,12409.55401234566
2017-03-01,12409.55401234566,7213.470679012302,15127.76234567898,9248.53549382716,-7827.418209876516,2518.28086419755,4176.026234567908,3704.0864197530937,-23067.52469135805,-9072.533950617282,12212.919753086411,-8270.075617283914,-5302.117283950629
2017-04-01,-5302.117283950629,12409.55401234566,7213.470679012302,15127.76234567898,9248.53549382716,-7827.418209876516,2518.28086419755,4176.026234567908,3704.0864197530937,-23067.52469135805,-9072.533950617282,12212.919753086411,-20900.45524691356
2017-05-01,-20900.45524691356,-5302.117283950629,12409.55401234566,7213.470679012302,15127.76234567898,9248.53549382716,-7827.418209876516,2518.28086419755,4176.026234567908,3704.0864197530937,-23067.52469135805,-9072.533950617282,-22704.3672839506
2017-06-01,-22704.3672839506,-20900.45524691356,-5302.117283950629,12409.55401234566,7213.470679012302,15127.76234567898,9248.53549382716,-7827.418209876516,2518.28086419755,4176.026234567908,3704.0864197530937,-23067.52469135805,51258.43364197532
2017-07-01,51258.43364197532,-22704.3672839506,-20900.45524691356,-5302.117283950629,12409.55401234566,7213.470679012302,15127.76234567898,9248.53549382716,-7827.418209876516,2518.28086419755,4176.026234567908,3704.0864197530937,-20553.330246913563
2017-08-01,-20553.330246913563,51258.43364197532,-22704.3672839506,-20900.45524691356,-5302.117283950629,12409.55401234566,7213.470679012302,15127.76234567898,9248.53549382716,-7827.418209876516,2518.28086419755,4176.026234567908,6126.901234567908
2017-09-01,6126.901234567908,-20553.330246913563,51258.43364197532,-22704.3672839506,-20900.45524691356,-5302.117283950629,12409.55401234566,7213.470679012302,15127.76234567898,9248.53549382716,-7827.418209876516,2518.28086419755,14218.65586419752
2018-01-01,14218.65586419752,6126.901234567908,-20553.330246913563,51258.43364197532,-22704.3672839506,-20900.45524691356,-5302.117283950629,12409.55401234566,7213.470679012302,15127.76234567898,9248.53549382716,-7827.418209876516,1356.915123456798
2018-10-01,1356.915123456798,14218.65586419752,6126.901234567908,-20553.330246913563,51258.43364197532,-22704.3672839506,-20900.45524691356,-5302.117283950629,12409.55401234566,7213.470679012302,15127.76234567898,9248.53549382716,-11198.547839506156
2018-11-01,-11198.547839506156,1356.915123456798,14218.65586419752,6126.901234567908,-20553.330246913563,51258.43364197532,-22704.3672839506,-20900.45524691356,-5302.117283950629,12409.55401234566,7213.470679012302,15127.76234567898,-18126.86265432096
2018-12-01,-18126.86265432096,-11198.547839506156,1356.915123456798,14218.65586419752,6126.901234567908,-20553.330246913563,51258.43364197532,-22704.3672839506,-20900.45524691356,-5302.117283950629,12409.55401234566,7213.470679012302,18367.22067901233
2018-02-01,18367.22067901233,-18126.86265432096,-11198.547839506156,1356.915123456798,14218.65586419752,6126.901234567908,-20553.330246913563,51258.43364197532,-22704.3672839506,-20900.45524691356,-5302.117283950629,12409.55401234566,-6491.404320987655
2018-03-01,-6491.404320987655,18367.22067901233,-18126.86265432096,-11198.547839506156,1356.915123456798,14218.65586419752,6126.901234567908,-20553.330246913563,51258.43364197532,-22704.3672839506,-20900.45524691356,-5302.117283950629,-7284.367283950629
2018-04-01,-7284.367283950629,-6491.404320987655,18367.22067901233,-18126.86265432096,-11198.547839506156,1356.915123456798,14218.65586419752,6126.901234567908,-20553.330246913563,51258.43364197532,-22704.3672839506,-20900.45524691356,-2674.080246913558
2018-05-01,-2674.080246913558,-7284.367283950629,-6491.404320987655,18367.22067901233,-18126.86265432096,-11198.547839506156,1356.915123456798,14218.65586419752,6126.901234567908,-20553.330246913563,51258.43364197532,-22704.3672839506,-5718.783950617282
2018-06-01,-5718.783950617282,-2674.080246913558,-7284.367283950629,-6491.404320987655,18367.22067901233,-18126.86265432096,-11198.547839506156,1356.915123456798,14218.65586419752,6126.901234567908,-20553.330246913563,51258.43364197532,-5481.39969135802
2018-07-01,-5481.39969135802,-5718.783950617282,-2674.080246913558,-7284.367283950629,-6491.404320987655,18367.22067901233,-18126.86265432096,-11198.547839506156,1356.915123456798,14218.65586419752,6126.901234567908,-20553.330246913563,-13647.99691358025
2018-08-01,-13647.99691358025,-5481.39969135802,-5718.783950617282,-2674.080246913558,-7284.367283950629,-6491.404320987655,18367.22067901233,-18126.86265432096,-11198.547839506156,1356.915123456798,14218.65586419752,6126.901234567908,30049.776234567908
2018-09-01,30049.776234567908,-13647.99691358025,-5481.39969135802,-5718.783950617282,-2674.080246913558,-7284.367283950629,-6491.404320987655,18367.22067901233,-18126.86265432096,-11198.547839506156,1356.915123456798,14218.65586419752,10126.697530864178
2019-01-01,10126.697530864178,30049.776234567908,-13647.99691358025,-5481.39969135802,-5718.783950617282,-2674.080246913558,-7284.367283950629,-6491.404320987655,18367.22067901233,-18126.86265432096,-11198.547839506156,1356.915123456798,6229.498456790141
2019-10-01,6229.498456790141,10126.697530864178,30049.776234567908,-13647.99691358025,-5481.39969135802,-5718.783950617282,-2674.080246913558,-7284.367283950629,-6491.404320987655,18367.22067901233,-18126.86265432096,-11198.547839506156,-25878.006172839498
2019-11-01,-25878.006172839498,6229.498456790141,10126.697530864178,30049.776234567908,-13647.99691358025,-5481.39969135802,-5718.783950617282,-2674.080246913558,-7284.367283950629,-6491.404320987655,18367.22067901233,-18126.86265432096,-5109.070987654333
2019-12-01,-5109.070987654333,-25878.006172839498,6229.498456790141,10126.697530864178,30049.776234567908,-13647.99691358025,-5481.39969135802,-5718.783950617282,-2674.080246913558,-7284.367283950629,-6491.404320987655,18367.22067901233,-17581.362654320983
2019-02-01,-17581.362654320983,-5109.070987654333,-25878.006172839498,6229.498456790141,10126.697530864178,30049.776234567908,-13647.99691358025,-5481.39969135802,-5718.783950617282,-2674.080246913558,-7284.367283950629,-6491.404320987655,4961.8873456790025
2019-03-01,4961.8873456790025,-17581.362654320983,-5109.070987654333,-25878.006172839498,6229.498456790141,10126.697530864178,30049.776234567908,-13647.99691358025,-5481.39969135802,-5718.783950617282,-2674.080246913558,-7284.367283950629,-15200.867283950627
2019-04-01,-15200.867283950627,4961.8873456790025,-17581.362654320983,-5109.070987654333,-25878.006172839498,6229.498456790141,10126.697530864178,30049.776234567908,-13647.99691358025,-5481.39969135802,-5718.783950617282,-2674.080246913558,599.33641975307
2019-05-01,599.33641975307,-15200.867283950627,4961.8873456790025,-17581.362654320983,-5109.070987654333,-25878.006172839498,6229.498456790141,10126.697530864178,30049.776234567908,-13647.99691358025,-5481.39969135802,-5718.783950617282,32145.84104938272
2019-06-01,32145.84104938272,599.33641975307,-15200.867283950627,4961.8873456790025,-17581.362654320983,-5109.070987654333,-25878.006172839498,6229.498456790141,10126.697530864178,30049.776234567908,-13647.99691358025,-5481.39969135802,10389.47530864198
2019-07-01,10389.47530864198,32145.84104938272,599.33641975307,-15200.867283950627,4961.8873456790025,-17581.362654320983,-5109.070987654333,-25878.006172839498,6229.498456790141,10126.697530864178,30049.776234567908,-13647.99691358025,19737.586419753094
2019-08-01,19737.586419753094,10389.47530864198,32145.84104938272,599.33641975307,-15200.867283950627,4961.8873456790025,-17581.362654320983,-5109.070987654333,-25878.006172839498,6229.498456790141,10126.697530864178,30049.776234567908,-8781.848765432122
2019-09-01,-8781.848765432122,19737.586419753094,10389.47530864198,32145.84104938272,599.33641975307,-15200.867283950627,4961.8873456790025,-17581.362654320983,-5109.070987654333,-25878.006172839498,6229.498456790141,10126.697530864178,-15253.635802469136
2020-01-01,-15253.635802469136,-8781.848765432122,19737.586419753094,10389.47530864198,32145.84104938272,599.33641975307,-15200.867283950627,4961.8873456790025,-17581.362654320983,-5109.070987654333,-25878.006172839498,6229.498456790141,-12165.959876543202
2020-10-01,-12165.959876543202,-15253.635802469136,-8781.848765432122,19737.586419753094,10389.47530864198,32145.84104938272,599.33641975307,-15200.867283950627,4961.8873456790025,-17581.362654320983,-5109.070987654333,-25878.006172839498,-662.0061728394685
2020-11-01,-662.0061728394685,-12165.959876543202,-15253.635802469136,-8781.848765432122,19737.586419753094,10389.47530864198,32145.84104938272,599.33641975307,-15200.867283950627,4961.8873456790025,-17581.362654320983,-5109.070987654333,-16754.279320987618
2020-12-01,-16754.279320987618,-662.0061728394685,-12165.959876543202,-15253.635802469136,-8781.848765432122,19737.586419753094,10389.47530864198,32145.84104938272,599.33641975307,-15200.867283950627,4961.8873456790025,-17581.362654320983,-7769.987654320983
2020-02-01,-7769.987654320983,-16754.279320987618,-662.0061728394685,-12165.959876543202,-15253.635802469136,-8781.848765432122,19737.586419753094,10389.47530864198,32145.84104938272,599.33641975307,-15200.867283950627,4961.8873456790025,32952.05401234569
2020-03-01,32952.05401234569,-7769.987654320983,-16754.279320987618,-662.0061728394685,-12165.959876543202,-15253.635802469136,-8781.848765432122,19737.586419753094,10389.47530864198,32145.84104938272,599.33641975307,-15200.867283950627,18541.75771604937
2020-04-01,18541.75771604937,32952.05401234569,-7769.987654320983,-16754.279320987618,-662.0061728394685,-12165.959876543202,-15253.635802469136,-8781.848765432122,19737.586419753094,10389.47530864198,32145.84104938272,599.33641975307,4243.503086419756
2020-05-01,4243.503086419756,18541.75771604937,32952.05401234569,-7769.987654320983,-16754.279320987618,-662.0061728394685,-12165.959876543202,-15253.635802469136,-8781.848765432122,19737.586419753094,10389.47530864198,32145.84104938272,-11481.575617283968
2020-06-01,-11481.575617283968,4243.503086419756,18541.75771604937,32952.05401234569,-7769.987654320983,-16754.279320987618,-662.0061728394685,-12165.959876543202,-15253.635802469136,-8781.848765432122,19737.586419753094,10389.47530864198,-20684.483024691363
2020-07-01,-20684.483024691363,-11481.575617283968,4243.503086419756,18541.75771604937,32952.05401234569,-7769.987654320983,-16754.279320987618,-662.0061728394685,-12165.959876543202,-15253.635802469136,-8781.848765432122,19737.586419753094,8899.461419753065
2020-08-01,8899.461419753065,-20684.483024691363,-11481.575617283968,4243.503086419756,18541.75771604937,32952.05401234569,-7769.987654320983,-16754.279320987618,-662.0061728394685,-12165.959876543202,-15253.635802469136,-8781.848765432122,-17735.098765432092
2020-09-01,-17735.098765432092,8899.461419753065,-20684.483024691363,-11481.575617283968,4243.503086419756,18541.75771604937,32952.05401234569,-7769.987654320983,-16754.279320987618,-662.0061728394685,-12165.959876543202,-15253.635802469136,-6130.760802469107
2021-01-01,-6130.760802469107,-17735.098765432092,8899.461419753065,-20684.483024691363,-11481.575617283968,4243.503086419756,18541.75771604937,32952.05401234569,-7769.987654320983,-16754.279320987618,-662.0061728394685,-12165.959876543202,-16225.50154320986
2021-10-01,-16225.50154320986,-6130.760802469107,-17735.098765432092,8899.461419753065,-20684.483024691363,-11481.575617283968,4243.503086419756,18541.75771604937,32952.05401234569,-7769.987654320983,-16754.279320987618,-662.0061728394685,3646.118827160473
2021-11-01,3646.118827160473,-16225.50154320986,-6130.760802469107,-17735.098765432092,8899.461419753065,-20684.483024691363,-11481.575617283968,4243.503086419756,18541.75771604937,32952.05401234569,-7769.987654320983,-16754.279320987618,17000.845679012353
2021-12-01,17000.845679012353,3646.118827160473,-16225.50154320986,-6130.760802469107,-17735.098765432092,8899.461419753065,-20684.483024691363,-11481.575617283968,4243.503086419756,18541.75771604937,32952.05401234569,-7769.987654320983,31821.387345678988
2021-02-01,31821.387345678988,17000.845679012353,3646.118827160473,-16225.50154320986,-6130.760802469107,-17735.098765432092,8899.461419753065,-20684.483024691363,-11481.575617283968,4243.503086419756,18541.75771604937,32952.05401234569,5827.5956790123455
2021-03-01,5827.5956790123455,31821.387345678988,17000.845679012353,3646.118827160473,-16225.50154320986,-6130.760802469107,-17735.098765432092,8899.461419753065,-20684.483024691363,-11481.575617283968,4243.503086419756,18541.75771604937,-650.2006172839428
2021-04-01,-650.2006172839428,5827.5956790123455,31821.387345678988,17000.845679012353,3646.118827160473,-16225.50154320986,-6130.760802469107,-17735.098765432092,8899.461419753065,-20684.483024691363,-11481.575617283968,4243.503086419756,2564.544753086413
2021-05-01,2564.544753086413,-650.2006172839428,5827.5956790123455,31821.387345678988,17000.845679012353,3646.118827160473,-16225.50154320986,-6130.760802469107,-17735.098765432092,8899.461419753065,-20684.483024691363,-11481.575617283968,-4625.075617283939
2021-06-01,-4625.075617283939,2564.544753086413,-650.2006172839428,5827.5956790123455,31821.387345678988,17000.845679012353,3646.118827160473,-16225.50154320986,-6130.760802469107,-17735.098765432092,8899.461419753065,-20684.483024691363,932.3503086419804
2021-07-01,932.3503086419804,-4625.075617283939,2564.544753086413,-650.2006172839428,5827.5956790123455,31821.387345678988,17000.845679012353,3646.118827160473,-16225.50154320986,-6130.760802469107,-17735.098765432092,8899.461419753065,17202.086419753065
2021-08-01,17202.086419753065,932.3503086419804,-4625.075617283939,2564.544753086413,-650.2006172839428,5827.5956790123455,31821.387345678988,17000.845679012353,3646.118827160473,-16225.50154320986,-6130.760802469107,-17735.098765432092,-3113.8904320987785
2021-09-01,-3113.8904320987785,17202.086419753065,932.3503086419804,-4625.075617283939,2564.544753086413,-650.2006172839428,5827.5956790123455,31821.387345678988,17000.845679012353,3646.118827160473,-16225.50154320986,-6130.760802469107,-13031.885802469136
