datetime,Lag1_x,Lag2_x,Lag1_y,Lag2_y,Lag3,Lag4,Lag5,Lag6,Lag7,Lag8,Lag9,Lag10,Lag11,Lag12,Target
2015-06-01,0.5015432098765465,1.436728395061715,-3912.325617283939,3232.9197530864712,9540.924382716055,-5034.404320987655,-13975.404320987667,14156.095679012324,-6561.214506172841,2581.790123456798,562.1975308642068,-17961.473765432063,9810.919753086437,12604.35030864198,-14330.14969135799
2015-07-01,0.4876543209877145,0.5015432098765465,-14330.14969135799,-3912.325617283939,3232.9197530864712,9540.924382716055,-5034.404320987655,-13975.404320987667,14156.095679012324,-6561.214506172841,2581.790123456798,562.1975308642068,-17961.473765432063,9810.919753086437,477.1280864197797
2015-08-01,1.1219135802469276,0.4876543209877145,477.1280864197797,-14330.14969135799,-3912.325617283939,3232.9197530864712,9540.924382716055,-5034.404320987655,-13975.404320987667,14156.095679012324,-6561.214506172841,2581.790123456798,562.1975308642068,-17961.473765432063,2943.609567901221
2015-09-01,-0.3503086419752632,1.1219135802469276,2943.609567901221,477.1280864197797,-14330.14969135799,-3912.325617283939,3232.9197530864712,9540.924382716055,-5034.404320987655,-13975.404320987667,14156.095679012324,-6561.214506172841,2581.790123456798,562.1975308642068,-384.5524691357932
2016-01-01,-4.614197530864222,-0.3503086419752632,-384.5524691357932,2943.609567901221,477.1280864197797,-14330.14969135799,-3912.325617283939,3232.9197530864712,9540.924382716055,-5034.404320987655,-13975.404320987667,14156.095679012324,-6561.214506172841,2581.790123456798,6038.665123456798
2016-10-01,1.844135802469156,-4.614197530864222,6038.665123456798,-384.5524691357932,2943.609567901221,477.1280864197797,-14330.14969135799,-3912.325617283939,3232.9197530864712,9540.924382716055,-5034.404320987655,-13975.404320987667,14156.095679012324,-6561.214506172841,10734.577160493844
2016-11-01,3.742283950617328,1.844135802469156,10734.577160493844,6038.665123456798,-384.5524691357932,2943.609567901221,477.1280864197797,-14330.14969135799,-3912.325617283939,3232.9197530864712,9540.924382716055,-5034.404320987655,-13975.404320987667,14156.095679012324,8456.304012345696
2016-12-01,2.2191358024691623,3.742283950617328,8456.304012345696,10734.577160493844,6038.665123456798,-384.5524691357932,2943.609567901221,477.1280864197797,-14330.14969135799,-3912.325617283939,3232.9197530864712,9540.924382716055,-5034.404320987655,-13975.404320987667,-11449.40432098764
2016-02-01,2.496913580246921,2.2191358024691623,-11449.40432098764,8456.304012345696,10734.577160493844,6038.665123456798,-384.5524691357932,2943.609567901221,477.1280864197797,-14330.14969135799,-3912.325617283939,3232.9197530864712,9540.924382716055,-5034.404320987655,-6984.404320987655
2016-03-01,-0.7577160493826663,2.496913580246921,-6984.404320987655,-11449.40432098764,8456.304012345696,10734.577160493844,6038.665123456798,-384.5524691357932,2943.609567901221,477.1280864197797,-14330.14969135799,-3912.325617283939,3232.9197530864712,9540.924382716055,-8270.075617283914
2016-04-01,0.7469135802469653,-0.7577160493826663,-8270.075617283914,-6984.404320987655,-11449.40432098764,8456.304012345696,10734.577160493844,6038.665123456798,-384.5524691357932,2943.609567901221,477.1280864197797,-14330.14969135799,-3912.325617283939,3232.9197530864712,12212.919753086411
2016-05-01,2.1033950617284005,0.7469135802469653,12212.919753086411,-8270.075617283914,-6984.404320987655,-11449.40432098764,8456.304012345696,10734.577160493844,6038.665123456798,-384.5524691357932,2943.609567901221,477.1280864197797,-14330.14969135799,-3912.325617283939,-9072.533950617282
2016-06-01,-9.498456790123454,2.1033950617284005,-9072.533950617282,12212.919753086411,-8270.075617283914,-6984.404320987655,-11449.40432098764,8456.304012345696,10734.577160493844,6038.665123456798,-384.5524691357932,2943.609567901221,477.1280864197797,-14330.14969135799,-23067.52469135805
2016-07-01,-2.179012345679028,-9.498456790123454,-23067.52469135805,-9072.533950617282,12212.919753086411,-8270.075617283914,-6984.404320987655,-11449.40432098764,8456.304012345696,10734.577160493844,6038.665123456798,-384.5524691357932,2943.609567901221,477.1280864197797,3704.0864197530937
2016-08-01,1.5385802469136132,-2.179012345679028,3704.0864197530937,-23067.52469135805,-9072.533950617282,12212.919753086411,-8270.075617283914,-6984.404320987655,-11449.40432098764,8456.304012345696,10734.577160493844,6038.665123456798,-384.5524691357932,2943.609567901221,4176.026234567908
2016-09-01,3.733024691358051,1.5385802469136132,4176.026234567908,3704.0864197530937,-23067.52469135805,-9072.533950617282,12212.919753086411,-8270.075617283914,-6984.404320987655,-11449.40432098764,8456.304012345696,10734.577160493844,6038.665123456798,-384.5524691357932,2518.28086419755
2017-01-01,2.844135802469149,3.733024691358051,2518.28086419755,4176.026234567908,3704.0864197530937,-23067.52469135805,-9072.533950617282,12212.919753086411,-8270.075617283914,-6984.404320987655,-11449.40432098764,8456.304012345696,10734.577160493844,6038.665123456798,-7827.418209876516
2017-10-01,-0.3225308641975296,2.844135802469149,-7827.418209876516,2518.28086419755,4176.026234567908,3704.0864197530937,-23067.52469135805,-9072.533950617282,12212.919753086411,-8270.075617283914,-6984.404320987655,-11449.40432098764,8456.304012345696,10734.577160493844,9248.53549382716
2017-11-01,-1.1327160493827295,-0.3225308641975296,9248.53549382716,-7827.418209876516,2518.28086419755,4176.026234567908,3704.0864197530937,-23067.52469135805,-9072.533950617282,12212.919753086411,-8270.075617283914,-6984.404320987655,-11449.40432098764,8456.304012345696,15127.76234567898
2017-12-01,0.0941358024691054,-1.1327160493827295,15127.76234567898,9248.53549382716,-7827.418209876516,2518.28086419755,4176.026234567908,3704.0864197530937,-23067.52469135805,-9072.533950617282,12212.919753086411,-8270.075617283914,-6984.404320987655,-11449.40432098764,7213.470679012302
2017-02-01,-3.128086419753079,0.0941358024691054,7213.470679012302,15127.76234567898,9248.53549382716,-7827.418209876516,2518.28086419755,4176.026234567908,3704.0864197530937,-23067.52469135805,-9072.533950617282,12212.919753086411,-8270.075617283914,-6984.404320987655,12409.55401234566
2017-03-01,-4.424382716049295,-3.128086419753079,12409.55401234566,7213.470679012302,15127.76234567898,9248.53549382716,-7827.418209876516,2518.28086419755,4176.026234567908,3704.0864197530937,-23067.52469135805,-9072.533950617282,12212.919753086411,-8270.075617283914,-5302.117283950629
2017-04-01,-2.794753086419777,-4.424382716049295,-5302.117283950629,12409.55401234566,7213.470679012302,15127.76234567898,9248.53549382716,-7827.418209876516,2518.28086419755,4176.026234567908,3704.0864197530937,-23067.52469135805,-9072.533950617282,12212.919753086411,-20900.45524691356
2017-05-01,1.0617283950617715,-2.794753086419777,-20900.45524691356,-5302.117283950629,12409.55401234566,7213.470679012302,15127.76234567898,9248.53549382716,-7827.418209876516,2518.28086419755,4176.026234567908,3704.0864197530937,-23067.52469135805,-9072.533950617282,-22704.3672839506
2017-06-01,1.2515432098765469,1.0617283950617715,-22704.3672839506,-20900.45524691356,-5302.117283950629,12409.55401234566,7213.470679012302,15127.76234567898,9248.53549382716,-7827.418209876516,2518.28086419755,4176.026234567908,3704.0864197530937,-23067.52469135805,51258.43364197532
2017-07-01,1.570987654320972,1.2515432098765469,51258.43364197532,-22704.3672839506,-20900.45524691356,-5302.117283950629,12409.55401234566,7213.470679012302,15127.76234567898,9248.53549382716,-7827.418209876516,2518.28086419755,4176.026234567908,3704.0864197530937,-20553.330246913563
2017-08-01,0.4135802469136131,1.570987654320972,-20553.330246913563,51258.43364197532,-22704.3672839506,-20900.45524691356,-5302.117283950629,12409.55401234566,7213.470679012302,15127.76234567898,9248.53549382716,-7827.418209876516,2518.28086419755,4176.026234567908,6126.901234567908
2017-09-01,-0.5169753086420057,0.4135802469136131,6126.901234567908,-20553.330246913563,51258.43364197532,-22704.3672839506,-20900.45524691356,-5302.117283950629,12409.55401234566,7213.470679012302,15127.76234567898,9248.53549382716,-7827.418209876516,2518.28086419755,14218.65586419752
2018-01-01,1.5108024691358353,-0.5169753086420057,14218.65586419752,6126.901234567908,-20553.330246913563,51258.43364197532,-22704.3672839506,-20900.45524691356,-5302.117283950629,12409.55401234566,7213.470679012302,15127.76234567898,9248.53549382716,-7827.418209876516,1356.915123456798
2018-10-01,1.5108024691357849,1.5108024691358353,1356.915123456798,14218.65586419752,6126.901234567908,-20553.330246913563,51258.43364197532,-22704.3672839506,-20900.45524691356,-5302.117283950629,12409.55401234566,7213.470679012302,15127.76234567898,9248.53549382716,-11198.547839506156
2018-11-01,1.7422839506172705,1.5108024691357849,-11198.547839506156,1356.915123456798,14218.65586419752,6126.901234567908,-20553.330246913563,51258.43364197532,-22704.3672839506,-20900.45524691356,-5302.117283950629,12409.55401234566,7213.470679012302,15127.76234567898,-18126.86265432096
2018-12-01,-0.5308641975308377,1.7422839506172705,-18126.86265432096,-11198.547839506156,1356.915123456798,14218.65586419752,6126.901234567908,-20553.330246913563,51258.43364197532,-22704.3672839506,-20900.45524691356,-5302.117283950629,12409.55401234566,7213.470679012302,18367.22067901233
2018-02-01,-1.71141975308645,-0.5308641975308377,18367.22067901233,-18126.86265432096,-11198.547839506156,1356.915123456798,14218.65586419752,6126.901234567908,-20553.330246913563,51258.43364197532,-22704.3672839506,-20900.45524691356,-5302.117283950629,12409.55401234566,-6491.404320987655
2018-03-01,-0.3410493827160944,-1.71141975308645,-6491.404320987655,18367.22067901233,-18126.86265432096,-11198.547839506156,1356.915123456798,14218.65586419752,6126.901234567908,-20553.330246913563,51258.43364197532,-22704.3672839506,-20900.45524691356,-5302.117283950629,-7284.367283950629
2018-04-01,-0.8780864197530915,-0.3410493827160944,-7284.367283950629,-6491.404320987655,18367.22067901233,-18126.86265432096,-11198.547839506156,1356.915123456798,14218.65586419752,6126.901234567908,-20553.330246913563,51258.43364197532,-22704.3672839506,-20900.45524691356,-2674.080246913558
2018-05-01,2.186728395061772,-0.8780864197530915,-2674.080246913558,-7284.367283950629,-6491.404320987655,18367.22067901233,-18126.86265432096,-11198.547839506156,1356.915123456798,14218.65586419752,6126.901234567908,-20553.330246913563,51258.43364197532,-22704.3672839506,-5718.783950617282
2018-06-01,-1.3734567901234531,2.186728395061772,-5718.783950617282,-2674.080246913558,-7284.367283950629,-6491.404320987655,18367.22067901233,-18126.86265432096,-11198.547839506156,1356.915123456798,14218.65586419752,6126.901234567908,-20553.330246913563,51258.43364197532,-5481.39969135802
2018-07-01,-1.0956790123456568,-1.3734567901234531,-5481.39969135802,-5718.783950617282,-2674.080246913558,-7284.367283950629,-6491.404320987655,18367.22067901233,-18126.86265432096,-11198.547839506156,1356.915123456798,14218.65586419752,6126.901234567908,-20553.330246913563,-13647.99691358025
2018-08-01,-1.5030864197530724,-1.0956790123456568,-13647.99691358025,-5481.39969135802,-5718.783950617282,-2674.080246913558,-7284.367283950629,-6491.404320987655,18367.22067901233,-18126.86265432096,-11198.547839506156,1356.915123456798,14218.65586419752,6126.901234567908,30049.776234567908
2018-09-01,-0.3919753086419488,-1.5030864197530724,30049.776234567908,-13647.99691358025,-5481.39969135802,-5718.783950617282,-2674.080246913558,-7284.367283950629,-6491.404320987655,18367.22067901233,-18126.86265432096,-11198.547839506156,1356.915123456798,14218.65586419752,10126.697530864178
2019-01-01,-1.9891975308641647,-0.3919753086419488,10126.697530864178,30049.776234567908,-13647.99691358025,-5481.39969135802,-5718.783950617282,-2674.080246913558,-7284.367283950629,-6491.404320987655,18367.22067901233,-18126.86265432096,-11198.547839506156,1356.915123456798,6229.498456790141
2019-10-01,1.6358024691358417,-1.9891975308641647,6229.498456790141,10126.697530864178,30049.776234567908,-13647.99691358025,-5481.39969135802,-5718.783950617282,-2674.080246913558,-7284.367283950629,-6491.404320987655,18367.22067901233,-18126.86265432096,-11198.547839506156,-25878.006172839498
2019-11-01,3.2422839506173275,1.6358024691358417,-25878.006172839498,6229.498456790141,10126.697530864178,30049.776234567908,-13647.99691358025,-5481.39969135802,-5718.783950617282,-2674.080246913558,-7284.367283950629,-6491.404320987655,18367.22067901233,-18126.86265432096,-5109.070987654333
2019-12-01,3.9691358024691614,3.2422839506173275,-5109.070987654333,-25878.006172839498,6229.498456790141,10126.697530864178,30049.776234567908,-13647.99691358025,-5481.39969135802,-5718.783950617282,-2674.080246913558,-7284.367283950629,-6491.404320987655,18367.22067901233,-17581.362654320983
2019-02-01,2.871913580246921,3.9691358024691614,-17581.362654320983,-5109.070987654333,-25878.006172839498,6229.498456790141,10126.697530864178,30049.776234567908,-13647.99691358025,-5481.39969135802,-5718.783950617282,-2674.080246913558,-7284.367283950629,-6491.404320987655,4961.8873456790025
2019-03-01,2.4506172839505918,2.871913580246921,4961.8873456790025,-17581.362654320983,-5109.070987654333,-25878.006172839498,6229.498456790141,10126.697530864178,30049.776234567908,-13647.99691358025,-5481.39969135802,-5718.783950617282,-2674.080246913558,-7284.367283950629,-15200.867283950627
2019-04-01,-3.086419753086406,2.4506172839505918,-15200.867283950627,4961.8873456790025,-17581.362654320983,-5109.070987654333,-25878.006172839498,6229.498456790141,10126.697530864178,30049.776234567908,-13647.99691358025,-5481.39969135802,-5718.783950617282,-2674.080246913558,599.33641975307
2019-05-01,-3.771604938271543,-3.086419753086406,599.33641975307,-15200.867283950627,4961.8873456790025,-17581.362654320983,-5109.070987654333,-25878.006172839498,6229.498456790141,10126.697530864178,30049.776234567908,-13647.99691358025,-5481.39969135802,-5718.783950617282,32145.84104938272
2019-06-01,-1.4984567901234531,-3.771604938271543,32145.84104938272,599.33641975307,-15200.867283950627,4961.8873456790025,-17581.362654320983,-5109.070987654333,-25878.006172839498,6229.498456790141,10126.697530864178,30049.776234567908,-13647.99691358025,-5481.39969135802,10389.47530864198
2019-07-01,-0.1790123456790279,-1.4984567901234531,10389.47530864198,32145.84104938272,599.33641975307,-15200.867283950627,4961.8873456790025,-17581.362654320983,-5109.070987654333,-25878.006172839498,6229.498456790141,10126.697530864178,30049.776234567908,-13647.99691358025,19737.586419753094
2019-08-01,-0.5864197530863868,-0.1790123456790279,19737.586419753094,10389.47530864198,32145.84104938272,599.33641975307,-15200.867283950627,4961.8873456790025,-17581.362654320983,-5109.070987654333,-25878.006172839498,6229.498456790141,10126.697530864178,30049.776234567908,-8781.848765432122
2019-09-01,2.27469135802468,-0.5864197530863868,-8781.848765432122,19737.586419753094,10389.47530864198,32145.84104938272,599.33641975307,-15200.867283950627,4961.8873456790025,-17581.362654320983,-5109.070987654333,-25878.006172839498,6229.498456790141,10126.697530864178,-15253.635802469136
2020-01-01,2.927469135802464,2.27469135802468,-15253.635802469136,-8781.848765432122,19737.586419753094,10389.47530864198,32145.84104938272,599.33641975307,-15200.867283950627,4961.8873456790025,-17581.362654320983,-5109.070987654333,-25878.006172839498,6229.498456790141,-12165.959876543202
2020-10-01,-2.822530864197529,2.927469135802464,-12165.959876543202,-15253.635802469136,-8781.848765432122,19737.586419753094,10389.47530864198,32145.84104938272,599.33641975307,-15200.867283950627,4961.8873456790025,-17581.362654320983,-5109.070987654333,-25878.006172839498,-662.0061728394685
2020-11-01,-2.591049382716044,-2.822530864197529,-662.0061728394685,-12165.959876543202,-15253.635802469136,-8781.848765432122,19737.586419753094,10389.47530864198,32145.84104938272,599.33641975307,-15200.867283950627,4961.8873456790025,-17581.362654320983,-5109.070987654333,-16754.279320987618
2020-12-01,-1.9475308641975235,-2.591049382716044,-16754.279320987618,-662.0061728394685,-12165.959876543202,-15253.635802469136,-8781.848765432122,19737.586419753094,10389.47530864198,32145.84104938272,599.33641975307,-15200.867283950627,4961.8873456790025,-17581.362654320983,-7769.987654320983
2020-02-01,0.9552469135802923,-1.9475308641975235,-7769.987654320983,-16754.279320987618,-662.0061728394685,-12165.959876543202,-15253.635802469136,-8781.848765432122,19737.586419753094,10389.47530864198,32145.84104938272,599.33641975307,-15200.867283950627,4961.8873456790025,32952.05401234569
2020-03-01,0.575617283950648,0.9552469135802923,32952.05401234569,-7769.987654320983,-16754.279320987618,-662.0061728394685,-12165.959876543202,-15253.635802469136,-8781.848765432122,19737.586419753094,10389.47530864198,32145.84104938272,599.33641975307,-15200.867283950627,18541.75771604937
2020-04-01,0.1219135802469653,0.575617283950648,18541.75771604937,32952.05401234569,-7769.987654320983,-16754.279320987618,-662.0061728394685,-12165.959876543202,-15253.635802469136,-8781.848765432122,19737.586419753094,10389.47530864198,32145.84104938272,599.33641975307,4243.503086419756
2020-05-01,-0.0216049382715994,0.1219135802469653,4243.503086419756,18541.75771604937,32952.05401234569,-7769.987654320983,-16754.279320987618,-662.0061728394685,-12165.959876543202,-15253.635802469136,-8781.848765432122,19737.586419753094,10389.47530864198,32145.84104938272,-11481.575617283968
2020-06-01,1.2932098765432325,-0.0216049382715994,-11481.575617283968,4243.503086419756,18541.75771604937,32952.05401234569,-7769.987654320983,-16754.279320987618,-662.0061728394685,-12165.959876543202,-15253.635802469136,-8781.848765432122,19737.586419753094,10389.47530864198,-20684.483024691363
2020-07-01,-0.3040123456790279,1.2932098765432325,-20684.483024691363,-11481.575617283968,4243.503086419756,18541.75771604937,32952.05401234569,-7769.987654320983,-16754.279320987618,-662.0061728394685,-12165.959876543202,-15253.635802469136,-8781.848765432122,19737.586419753094,8899.461419753065
2020-08-01,-2.3780864197531293,-0.3040123456790279,8899.461419753065,-20684.483024691363,-11481.575617283968,4243.503086419756,18541.75771604937,32952.05401234569,-7769.987654320983,-16754.279320987618,-662.0061728394685,-12165.959876543202,-15253.635802469136,-8781.848765432122,-17735.098765432092
2020-09-01,0.1080246913579943,-2.3780864197531293,-17735.098765432092,8899.461419753065,-20684.483024691363,-11481.575617283968,4243.503086419756,18541.75771604937,32952.05401234569,-7769.987654320983,-16754.279320987618,-662.0061728394685,-12165.959876543202,-15253.635802469136,-6130.760802469107
2021-01-01,2.510802469135835,0.1080246913579943,-6130.760802469107,-17735.098765432092,8899.461419753065,-20684.483024691363,-11481.575617283968,4243.503086419756,18541.75771604937,32952.05401234569,-7769.987654320983,-16754.279320987618,-662.0061728394685,-12165.959876543202,-16225.50154320986
2021-10-01,0.8024691358025272,2.510802469135835,-16225.50154320986,-6130.760802469107,-17735.098765432092,8899.461419753065,-20684.483024691363,-11481.575617283968,4243.503086419756,18541.75771604937,32952.05401234569,-7769.987654320983,-16754.279320987618,-662.0061728394685,3646.118827160473
2021-11-01,-0.6743827160493583,0.8024691358025272,3646.118827160473,-16225.50154320986,-6130.760802469107,-17735.098765432092,8899.461419753065,-20684.483024691363,-11481.575617283968,4243.503086419756,18541.75771604937,32952.05401234569,-7769.987654320983,-16754.279320987618,17000.845679012353
2021-12-01,0.3024691358024767,-0.6743827160493583,17000.845679012353,3646.118827160473,-16225.50154320986,-6130.760802469107,-17735.098765432092,8899.461419753065,-20684.483024691363,-11481.575617283968,4243.503086419756,18541.75771604937,32952.05401234569,-7769.987654320983,31821.387345678988
2021-02-01,1.4552469135802355,0.3024691358024767,31821.387345678988,17000.845679012353,3646.118827160473,-16225.50154320986,-6130.760802469107,-17735.098765432092,8899.461419753065,-20684.483024691363,-11481.575617283968,4243.503086419756,18541.75771604937,32952.05401234569,5827.5956790123455
2021-03-01,0.1589506172839055,1.4552469135802355,5827.5956790123455,31821.387345678988,17000.845679012353,3646.118827160473,-16225.50154320986,-6130.760802469107,-17735.098765432092,8899.461419753065,-20684.483024691363,-11481.575617283968,4243.503086419756,18541.75771604937,-650.2006172839428
2021-04-01,2.8719135802469085,0.1589506172839055,-650.2006172839428,5827.5956790123455,31821.387345678988,17000.845679012353,3646.118827160473,-16225.50154320986,-6130.760802469107,-17735.098765432092,8899.461419753065,-20684.483024691363,-11481.575617283968,4243.503086419756,2564.544753086413
2021-05-01,-0.7716049382715995,2.8719135802469085,2564.544753086413,-650.2006172839428,5827.5956790123455,31821.387345678988,17000.845679012353,3646.118827160473,-16225.50154320986,-6130.760802469107,-17735.098765432092,8899.461419753065,-20684.483024691363,-11481.575617283968,-4625.075617283939
2021-06-01,0.0848765432098609,-0.7716049382715995,-4625.075617283939,2564.544753086413,-650.2006172839428,5827.5956790123455,31821.387345678988,17000.845679012353,3646.118827160473,-16225.50154320986,-6130.760802469107,-17735.098765432092,8899.461419753065,-20684.483024691363,932.3503086419804
2021-07-01,-3.054012345678971,0.0848765432098609,932.3503086419804,-4625.075617283939,2564.544753086413,-650.2006172839428,5827.5956790123455,31821.387345678988,17000.845679012353,3646.118827160473,-16225.50154320986,-6130.760802469107,-17735.098765432092,8899.461419753065,17202.086419753065
2021-08-01,-3.669753086419758,-3.054012345678971,17202.086419753065,932.3503086419804,-4625.075617283939,2564.544753086413,-650.2006172839428,5827.5956790123455,31821.387345678988,17000.845679012353,3646.118827160473,-16225.50154320986,-6130.760802469107,-17735.098765432092,-3113.8904320987785
2021-09-01,1.2330246913579943,-3.669753086419758,-3113.8904320987785,17202.086419753065,932.3503086419804,-4625.075617283939,2564.544753086413,-650.2006172839428,5827.5956790123455,31821.387345678988,17000.845679012353,3646.118827160473,-16225.50154320986,-6130.760802469107,-13031.885802469136
